smiles,true_pka,pred_pka,rmse,func,pos,mapping
Nc1ccc(cc1N)C(O)=O,4.75,4.760462284088135,0.010462284088134766,Aniline,7,"[(0, 3.69), (7, 4.75)]"
O[P](O)(=O)O[P]([O-])(=O)Oc1ccccc1,6.320000171661377,6.3094048500061035,0.010595321655273438,PhosphonicAcid,2,"[(0, 1.3), (2, 6.32)]"
CCCCCCSCC(O)=O,3.6500000953674316,3.660673141479492,0.010673046112060547,COOH,9,"[(9, 3.65)]"
O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O,3.200000047683716,3.211165189743042,0.011165142059326172,COOH,11,"[(11, 3.2)]"
OC(=O)CSCCSCC(O)=O,3.200000047683716,3.211362600326538,0.011362552642822266,COOH,0,"[(0, 3.2), (10, 4.0)]"
N[C@@H](CC(O)=O)C(=O)NCC(O)=O,3.6700000762939453,3.6815924644470215,0.011592388153076172,COOH,11,"[(4, 2.82), (11, 3.67), (0, 8.03)]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.109999895095825,3.121661424636841,0.011661529541015625,COOH,19,"[(19, 3.11), (2, 7.88)]"
CN(CCN1CCNCC1)CCN2CCNCC2,9.119999885559082,9.108316421508789,0.011683464050292969,TertiaryAmine,1,"[(7, 7.38), (15, 8.65), (1, 9.12)]"
NC(C(O)C(O)C(O)CO)C(O)=O,2.200000047683716,2.1882922649383545,0.011707782745361328,COOH,11,"[(11, 2.2), (0, 9.08)]"
NC(CO)(CO)CO,8.100000381469727,8.087903022766113,0.012097358703613281,PrimaryAmine,0,"[(0, 8.1)]"
NCCCCCc1cccnc1,5.610000133514404,5.597790718078613,0.012209415435791016,Pyridine,10,"[(10, 5.61), (0, 10.34)]"
OC(=O)c1ccccc1N=Nc2cc(c3cccnc3c2O)[S](O)(=O)=O,9.020000457763672,9.032392501831055,0.012392044067382812,Phenol,21,"[(18, 3.34), (0, 3.63), (21, 9.02)]"
CCN(CC)C(=O)CN,8.449999809265137,8.462458610534668,0.01245880126953125,PrimaryAmine,8,"[(8, 8.45)]"
CNCCSCCOCCSCCNC,9.84000015258789,9.852465629577637,0.012465476989746094,SecondaryAmine,13,"[(1, 9.06), (13, 9.84)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,3.130000114440918,3.1170871257781982,0.012912988662719727,COOH,19,"[(19, 3.13), (2, 7.82)]"
CC(C)C[C@H](N)C(=O)NCC(O)=O,3.109999895095825,3.1231067180633545,0.013106822967529297,COOH,11,"[(11, 3.11), (5, 8.0)]"
CCC[C@H](N)C(O)=O,9.649999618530273,9.663268089294434,0.013268470764160156,PrimaryAmine,4,"[(6, 2.31), (4, 9.65)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(O)=O,3.180000066757202,3.1661667823791504,0.013833284378051758,COOH,18,"[(18, 3.18), (2, 7.73), (11, 10.38)]"
NCC(=O)NCC(=O)N[C@@H](CS)C(O)=O,3.069999933242798,3.0842628479003906,0.014262914657592773,COOH,13,"[(13, 3.07), (11, 7.82), (0, 9.48)]"
Nc1ccccc1[S](O)(=O)=O,2.2899999618530273,2.304672956466675,0.014672994613647461,SulfonicAcid,8,"[(8, 2.29)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.639999866485596,7.625155925750732,0.014843940734863281,PrimaryAmine,2,"[(28, 3.42), (2, 7.64), (11, 10.24)]"
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,7.889999866485596,7.874739646911621,0.01526021957397461,PrimaryAmine,2,"[(12, 3.27), (2, 7.89)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,10.470000267028809,10.454483032226562,0.015517234802246094,PrimaryAmine,11,"[(23, 3.47), (2, 7.9), (11, 10.47)]"
C[C@H](N)C(=O)NO,9.149999618530273,9.165520668029785,0.015521049499511719,NHydroxylamine,6,"[(2, 7.26), (6, 9.15)]"
N[C@@H](CO[P](O)(O)=O)C(O)=O,5.699999809265137,5.6844096183776855,0.015590190887451172,PhosphonicAcid,6,"[(5, 0.7), (9, 2.14), (6, 5.7), (0, 9.8)]"
CC(C)(N)C(O)=O,2.3399999141693115,2.3236162662506104,0.016383647918701172,COOH,5,"[(5, 2.34), (3, 10.1)]"
CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)CN,7.940000057220459,7.923486232757568,0.016513824462890625,PrimaryAmine,21,"[(21, 7.94), (10, 9.85)]"
CC(C)[C@H](N)C(=O)N[C@H](C(C)C)C(O)=O,3.0399999618530273,3.023411989212036,0.01658797264099121,COOH,13,"[(13, 3.04), (4, 8.22)]"
Nc1ccccc1C(O)=O,4.78000020980835,4.79734468460083,0.01734447479248047,Aniline,0,"[(8, 2.01), (0, 4.78)]"
NCCCC(C(O)=O)C(O)=O,2.5199999809265137,2.5373752117156982,0.01737523078918457,COOH,6,"[(6, 2.52), (9, 4.86), (0, 10.45)]"
OC(=O)C[Se]c1ccccc1,3.640000104904175,3.6224558353424072,0.017544269561767578,COOH,0,"[(0, 3.64)]"
CCCCCC(C(O)=O)C(O)=O,5.539999961853027,5.557749271392822,0.017749309539794922,COOH,10,"[(7, 2.8), (10, 5.54)]"
OC(=O)c1cc(ccc1O)[N+]([O-])=O,1.940000057220459,1.9215725660324097,0.018427491188049316,COOH,0,"[(0, 1.94), (9, 9.9)]"
CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,7.980000019073486,7.998489856719971,0.018489837646484375,PrimaryAmine,11,"[(17, 3.55), (11, 7.98)]"
CCCCC(O)C(O)=O,3.680000066757202,3.6990091800689697,0.019009113311767578,COOH,7,"[(7, 3.68)]"
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,3.890000104904175,3.8704655170440674,0.019534587860107422,COOH,34,"[(10, 3.04), (34, 3.89), (20, 7.34), (25, 10.48)]"
N[C@@H](CCO)C(O)=O,9.279999732971191,9.299567222595215,0.019567489624023438,PrimaryAmine,0,"[(6, 2.24), (0, 9.28)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,9.680000305175781,9.699837684631348,0.019837379455566406,Phenol,7,"[(23, 3.21), (0, 7.33), (7, 9.68), (19, 10.47)]"
CSCC[C@H](N)C(=O)NCC(O)=O,3.1600000858306885,3.1399645805358887,0.020035505294799805,COOH,11,"[(11, 3.16), (5, 7.59)]"
NCC(=O)NCC(=O)NCCC(O)=O,7.889999866485596,7.869203567504883,0.02079629898071289,PrimaryAmine,0,"[(12, 4.04), (0, 7.89)]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(O)=O,9.609999656677246,9.588380813598633,0.02161884307861328,PrimaryAmine,0,"[(16, 2.98), (14, 7.25), (0, 9.61)]"
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,3.3299999237060547,3.3075735569000244,0.022426366806030273,COOH,19,"[(19, 3.33), (5, 7.75)]"
CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2.9600000381469727,2.982515573501587,0.022515535354614258,COOH,20,"[(20, 2.96), (18, 7.06)]"
NCCc1ccc(O)cc1,10.520000457763672,10.496479988098145,0.023520469665527344,PrimaryAmine,0,"[(7, 9.43), (0, 10.52)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,3.5,3.5236408710479736,0.023640871047973633,COOH,17,"[(9, 2.93), (17, 3.5), (25, 4.35), (2, 8.3)]"
OC(=O)C(CCCC=C)C(O)=O,5.369999885559082,5.393712520599365,0.023712635040283203,COOH,10,"[(0, 2.77), (10, 5.37)]"
OC(=O)CN(CC(O)=O)c1c(O)cc(c2ccccc12)[S](O)(=O)=O,2.1600000858306885,2.1839840412139893,0.02398395538330078,COOH,0,"[(0, 2.16), (7, 3.38), (11, 8.85)]"
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.829999923706055,7.805999755859375,0.024000167846679688,PrimaryAmine,2,"[(19, 3.31), (2, 7.83)]"
OC(=O)C1(CCCC1)C(O)=O,3.069999933242798,3.095079183578491,0.02507925033569336,COOH,0,"[(0, 3.07), (9, 5.79)]"
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,7.809999942779541,7.836203575134277,0.026203632354736328,PrimaryAmine,5,"[(19, 3.33), (5, 7.81)]"
OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,8.899999618530273,8.873658180236816,0.02634143829345703,SecondaryAmine,3,"[(6, 2.41), (9, 3.4), (3, 8.9), (12, 10.4)]"
CN(CC(O)=O)C(=O)CNC(=O)CN,7.980000019073486,7.953390598297119,0.026609420776367188,PrimaryAmine,13,"[(4, 2.9), (13, 7.98)]"
Cc1ccc(O)cc1,10.039999961853027,10.066859245300293,0.026859283447265625,Phenol,5,"[(5, 10.04)]"
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,9.9399995803833,9.912745475769043,0.027254104614257812,PrimaryAmine,6,"[(17, 2.9), (0, 7.42), (6, 9.94), (15, 10.9)]"
OC(=O)CSCC(O)=O,4.150000095367432,4.1226277351379395,0.027372360229492188,COOH,7,"[(0, 3.14), (7, 4.15)]"
OC(=O)CN(CC(O)=O)c1c(O)cc(c2ccccc12)[S](O)(=O)=O,8.850000381469727,8.822589874267578,0.027410507202148438,Phenol,11,"[(0, 2.16), (7, 3.38), (11, 8.85)]"
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,2.950000047683716,2.922520399093628,0.02747964859008789,COOH,32,"[(32, 2.95), (30, 7.02), (14, 9.78)]"
Cc1ccncc1,6.050000190734863,6.022452354431152,0.027547836303710938,Pyridine,4,"[(4, 6.05)]"
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,5.010000228881836,5.037634372711182,0.027634143829345703,COOH,13,"[(0, 2.42), (8, 3.71), (13, 5.01)]"
CCC(C)N,10.5600004196167,10.588099479675293,0.02809906005859375,PrimaryAmine,4,"[(4, 10.56)]"
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,4.853333473205566,4.882086277008057,0.028752803802490234,COOH,15,"[(0, 1.64), (7, 2.515), (11, 3.6533333333333338), (15, 4.853333333333333), (19, 6.033333333333334)]"
Nc1ccc(cc1)C(O)=O,2.5,2.5290353298187256,0.029035329818725586,COOH,8,"[(8, 2.5), (0, 4.69)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,7.849999904632568,7.879154682159424,0.02915477752685547,PrimaryAmine,0,"[(17, 2.85), (20, 4.65), (0, 7.85), (7, 10.17)]"
Nc1cccc(c1)C(O)=O,4.550000190734863,4.520653247833252,0.029346942901611328,COOH,8,"[(0, 3.14), (8, 4.55)]"
CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3.0399999618530273,3.069761037826538,0.029761075973510742,COOH,24,"[(24, 3.04), (22, 7.09)]"
NC(=O)CCc1ccccn1,5.090000152587891,5.059546947479248,0.030453205108642578,Pyridine,10,"[(10, 5.09)]"
CCOC(=O)C(N)CC(C)C,7.650000095367432,7.619502067565918,0.030498027801513672,PrimaryAmine,6,"[(6, 7.65)]"
OCc1ccccn1,4.900000095367432,4.9305338859558105,0.030533790588378906,Pyridine,7,"[(7, 4.9)]"
NCCCCCN,10.899999618530273,10.869211196899414,0.030788421630859375,PrimaryAmine,6,"[(0, 9.83), (6, 10.9)]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,3.190000057220459,3.158707618713379,0.03129243850708008,COOH,18,"[(18, 3.19), (2, 7.86), (11, 10.25)]"
NCC(=O)NCC(=O)NCC(O)=O,3.2100000381469727,3.178675413131714,0.03132462501525879,COOH,11,"[(11, 3.21), (0, 7.89)]"
C[C@@H](O[P](O)(O)=O)[C@H](N)C(O)=O,2.25,2.2813985347747803,0.03139853477478027,COOH,10,"[(10, 2.25), (4, 5.83), (8, 9.67)]"
NCCCCCc1ccccn1,5.699999809265137,5.731564521789551,0.03156471252441406,Pyridine,11,"[(11, 5.7), (0, 10.38)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,2.809999942779541,2.8416008949279785,0.0316009521484375,COOH,22,"[(22, 2.81), (0, 7.62), (7, 9.82)]"
NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,2.9100000858306885,2.8781816959381104,0.031818389892578125,COOH,18,"[(18, 2.91), (0, 8.04)]"
C1CNCCCNC1,10.649999618530273,10.682382583618164,0.032382965087890625,SecondaryAmine,6,"[(2, 7.07), (6, 10.65)]"
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,8.109999656677246,8.142823219299316,0.03282356262207031,PrimaryAmine,3,"[(17, 3.82), (3, 8.11)]"
N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,7.480000019073486,7.444964408874512,0.03503561019897461,PrimaryAmine,0,"[(14, 3.07), (0, 7.48)]"
C[C@@H](O)[C@H](N)C(O)=O,2.200000047683716,2.1648643016815186,0.035135746002197266,COOH,6,"[(6, 2.2), (4, 8.94)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(O)=O,7.940000057220459,7.9044508934021,0.035549163818359375,PrimaryAmine,2,"[(14, 3.26), (2, 7.94)]"
N[C@@H](CC(O)=O)C(O)=O,3.7100000381469727,3.7457945346832275,0.03579449653625488,COOH,7,"[(4, 1.95), (7, 3.71), (0, 9.66)]"
OC(=O)[C@@H]1CCC(=O)N1,3.0999999046325684,3.063854932785034,0.03614497184753418,COOH,0,"[(0, 3.1)]"
CCC(N)C(O)=O,2.299999952316284,2.263753652572632,0.036246299743652344,COOH,5,"[(5, 2.3), (3, 9.63)]"
OC(=O)CCSCC(O)=O,4.340000152587891,4.376810073852539,0.03680992126464844,COOH,8,"[(0, 3.27), (8, 4.34)]"
N[C@@H](CS)C(=O)NCC(O)=O,6.909999847412109,6.946896553039551,0.036896705627441406,Thiol,3,"[(9, 3.15), (3, 6.91), (0, 9.3)]"
CCC(O)(CC)C(O)=O,3.619999885559082,3.582641363143921,0.03735852241516113,COOH,7,"[(7, 3.62)]"
NCCCCc1ccncc1,10.180000305175781,10.142316818237305,0.03768348693847656,PrimaryAmine,0,"[(8, 5.81), (0, 10.18)]"
Oc1ccccc1F,8.489999771118164,8.451696395874023,0.038303375244140625,Phenol,0,"[(0, 8.49)]"
OC(=O)CCCCCC(O)=O,5.079999923706055,5.118819713592529,0.03881978988647461,COOH,9,"[(0, 4.31), (9, 5.08)]"
OCC1=CC(=O)C(=C(CN2CCCCC2)O1)O,9.199999809265137,9.239045143127441,0.03904533386230469,TertiaryAmine,9,"[(16, 6.36), (9, 9.2)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,7.329999923706055,7.290650367736816,0.03934955596923828,PrimaryAmine,0,"[(23, 3.21), (0, 7.33), (7, 9.68), (19, 10.47)]"
NCC(=O)NO,7.449999809265137,7.410427570343018,0.03957223892211914,PrimaryAmine,0,"[(0, 7.45), (5, 9.18)]"
N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O,2.940000057220459,2.9002692699432373,0.03973078727722168,COOH,11,"[(11, 2.94), (14, 4.34), (0, 7.42)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,10.09000015258789,10.050198554992676,0.039801597595214844,Phenol,7,"[(19, 3.22), (0, 7.37), (7, 10.09)]"
C[C@@H](O)[C@H](N)C(O)=O,8.9399995803833,8.979935646057129,0.039936065673828125,PrimaryAmine,4,"[(6, 2.2), (4, 8.94)]"
OC(=O)C1(CCCC1)C(O)=O,5.789999961853027,5.83032751083374,0.04032754898071289,COOH,9,"[(0, 3.07), (9, 5.79)]"
OCCc1ccccn1,5.369999885559082,5.3290228843688965,0.04097700119018555,Pyridine,8,"[(8, 5.37)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,8.529999732971191,8.571501731872559,0.04150199890136719,PrimaryAmine,0,"[(27, 2.46), (30, 4.4), (0, 8.53)]"
N[C@@H](CC(N)=O)C(O)=O,2.1600000858306885,2.201511859893799,0.04151177406311035,COOH,7,"[(7, 2.16), (0, 8.73)]"
Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,2.2699999809265137,2.2281320095062256,0.041867971420288086,COOH,10,"[(10, 2.27), (14, 3.07), (19, 4.96), (7, 7.1)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,9.729999542236328,9.772398948669434,0.04239940643310547,PrimaryAmine,2,"[(15, 3.22), (13, 7.96), (2, 9.73)]"
OC(=O)CC[Te]CCC(O)=O,4.769999980926514,4.812992572784424,0.042992591857910156,COOH,9,"[(0, 3.92), (9, 4.77)]"
NCCCCc1ccncc1,5.809999942779541,5.766824245452881,0.043175697326660156,Pyridine,8,"[(8, 5.81), (0, 10.18)]"
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,3.2799999713897705,3.2367851734161377,0.04321479797363281,COOH,25,"[(25, 3.28), (0, 8.3)]"
NCCCCNCCCN,9.829999923706055,9.785687446594238,0.044312477111816406,PrimaryAmine,9,"[(0, 8.4), (9, 9.83), (5, 10.85)]"
NC(=O)CCCc1cccnc1,5.329999923706055,5.285567760467529,0.04443216323852539,Pyridine,10,"[(10, 5.33)]"
OC(=O)C1(CCCCC1)C(O)=O,3.299999952316284,3.3445537090301514,0.04455375671386719,COOH,0,"[(0, 3.3), (10, 5.7)]"
C[C@H](N)C(=O)NCC(O)=O,3.130000114440918,3.085252523422241,0.04474759101867676,COOH,8,"[(8, 3.13), (2, 8.11)]"
OC(=O)c1c(O)cccc1[N+]([O-])=O,9.039999961853027,8.99459171295166,0.04540824890136719,Phenol,5,"[(0, 1.99), (5, 9.04)]"
CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O,3.2200000286102295,3.2656173706054688,0.04561734199523926,COOH,15,"[(15, 3.22), (5, 7.41)]"
NCC(=O)N[C@@H](CO)C(O)=O,8.130000114440918,8.084367752075195,0.045632362365722656,PrimaryAmine,0,"[(9, 2.97), (0, 8.13)]"
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,8.029999732971191,8.076016426086426,0.046016693115234375,PrimaryAmine,17,"[(19, 3.42), (17, 8.03)]"
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,7.989999771118164,8.036357879638672,0.04635810852050781,PrimaryAmine,11,"[(13, 3.27), (11, 7.99)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,3.2200000286102295,3.1732985973358154,0.04670143127441406,COOH,30,"[(30, 3.22), (0, 8.29)]"
CC(C)CC(C(O)=O)C(O)=O,5.360000133514404,5.407085418701172,0.04708528518676758,COOH,9,"[(6, 2.87), (9, 5.36)]"
N[C@@H](Cc1ccc(O)cc1)C(N)=O,9.829999923706055,9.877331733703613,0.047331809997558594,Phenol,7,"[(0, 7.42), (7, 9.83)]"
NCC(O)C(O)=O,9.130000114440918,9.082417488098145,0.04758262634277344,PrimaryAmine,0,"[(5, 2.66), (0, 9.13)]"
OC(=O)C(CCC=C)C(O)=O,5.349999904632568,5.397773265838623,0.04777336120605469,COOH,9,"[(0, 2.74), (9, 5.35)]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.739999771118164,7.692129135131836,0.047870635986328125,PrimaryAmine,2,"[(28, 3.19), (2, 7.74), (11, 10.18)]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.880000114440918,7.831859111785889,0.0481410026550293,PrimaryAmine,2,"[(19, 3.11), (2, 7.88)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,2.8499999046325684,2.898452043533325,0.048452138900756836,COOH,17,"[(17, 2.85), (20, 4.65), (0, 7.85), (7, 10.17)]"
OC(=O)CCSCCC(O)=O,4.699999809265137,4.650973796844482,0.0490260124206543,COOH,9,"[(0, 3.925), (9, 4.7)]"
NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,6.5,6.54902982711792,0.04902982711791992,PhosphonicAcid,18,"[(14, 1.0), (0, 4.46), (18, 6.5)]"
C[C@H](NC(=O)CNC(=O)CN)C(O)=O,3.180000066757202,3.1302473545074463,0.04975271224975586,COOH,12,"[(12, 3.18), (10, 7.9)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,3.109999895095825,3.160444974899292,0.0504450798034668,COOH,18,"[(18, 3.11), (0, 8.25)]"
COC(=O)CCN,9.170000076293945,9.119433403015137,0.050566673278808594,PrimaryAmine,6,"[(6, 9.17)]"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,9.489999771118164,9.540923118591309,0.05092334747314453,PrimaryAmine,6,"[(26, 2.83), (0, 7.03), (6, 9.49), (15, 10.27), (24, 10.98)]"
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4.480000019073486,4.531292915344238,0.05129289627075195,Aniline,9,"[(12, 2.0), (9, 4.48), (7, 9.09), (0, 10.19)]"
OCCCCCc1cccnc1,5.71999979019165,5.668421268463135,0.051578521728515625,Pyridine,10,"[(10, 5.72)]"
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,3.3299999237060547,3.2782044410705566,0.05179548263549805,COOH,19,"[(19, 3.33), (5, 7.87)]"
NC(=O)Cc1ccccn1,4.340000152587891,4.2880539894104,0.051946163177490234,Pyridine,9,"[(9, 4.34)]"
